score,train_solve_rate,eval_out_solve_rate,num_rules,num_literals
-0.05,0.0,0.0,2,6
-0.05,0.0,0.0,2,7
-0.05,0.0,0.0,2,7
-0.05,0.0,0.0,2,6
-0.05,0.0,0.0,2,7
-0.05,0.0,0.0,2,6
-0.05,0.0,0.0,2,7
-0.08,0.0,0.0,3,6
-0.08,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.05,0.0,0.0,3,6
-0.05,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.08,0.0,0.0,3,7
-0.05,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,8
-0.060000000000000005,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.08,0.0,0.0,3,8
-0.08,0.0,0.0,3,7
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,7
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,8
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,10
-0.05,0.0,0.0,3,9
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,2
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.08,0.0,0.0,2,2
-0.060000000000000005,0.0,0.0,2,2
-0.08,0.0,0.0,2,3
-0.05,0.0,0.0,2,2
-0.05,0.0,0.0,2,3
-0.060000000000000005,0.0,0.0,2,3
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.08,0.0,0.0,2,3
-0.08,0.0,0.0,2,4
-0.05,0.0,0.0,2,3
-0.060000000000000005,0.0,0.0,2,3
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,4
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,3
-0.08,0.0,0.0,2,3
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.08,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,3
-0.060000000000000005,0.0,0.0,2,3
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,4
-0.08,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,5
-0.060000000000000005,0.0,0.0,2,3
-0.05,0.0,0.0,2,5
-0.060000000000000005,0.0,0.0,2,4
-0.05,0.0,0.0,2,3
-0.060000000000000005,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,3
-0.060000000000000005,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,5
-0.05,0.0,0.0,2,5
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,4
-0.05,0.0,0.0,2,5
-0.060000000000000005,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,5
-0.060000000000000005,0.0,0.0,2,5
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,4
-0.05,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,3
-0.05,0.0,0.0,2,5
-0.060000000000000005,0.0,0.0,2,5
-0.05,0.0,0.0,2,5
-0.060000000000000005,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,3
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.060000000000000005,0.0,0.0,2,4
-0.05,0.0,0.0,2,5
-0.05,0.0,0.0,2,4
-0.05,0.0,0.0,2,4
-0.08,0.0,0.0,3,3
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,3
-0.08,0.0,0.0,3,3
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,4
-0.08,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,4
-0.08,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.08,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.08,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,6
-0.08,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.08,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.08,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.08,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.07,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.08,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.07,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.08,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.07,0.0,0.0,3,4
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,5
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,7
-0.060000000000000005,0.0,0.0,3,6
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,3
-0.05,0.0,0.0,1,4
-0.05,0.0,0.0,1,4
